pair_id,sent1_text,sent2_text,domain,group,avg
pair_416,"Overall, this is a fast, light, practical computer and I highly recommend it.","My Apple mac book pro has crashed three times, since I purchased it.",Laptop,Different,1.25
pair_417,"Overall, this is a fast, light, practical computer and I highly recommend it.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.666666667
pair_418,"Overall, this is a fast, light, practical computer and I highly recommend it.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3
pair_419,"Out of all the laptops I have owned, this is by far the best!",The computer of the people!,Laptop,Same,3
pair_42,"I am pleased with my decision, however I have only had this for a few weeks.",You wont be disappointed with this computer!,Laptop,Same,3.2
pair_420,"Out of all the laptops I have owned, this is by far the best!",I'm actually writing this review on my new MacBook and I love it!,Laptop,Same,3.25
pair_421,"Out of all the laptops I have owned, this is by far the best!","I have used this product for only 2 days, but I can't wait to use it more.",Laptop,Same,3
pair_422,It wakes in less than a second when I open the lid.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.5
pair_423,It wakes in less than a second when I open the lid.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.333333333
pair_424,It wakes in less than a second when I open the lid.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1
pair_425,It wakes in less than a second when I open the lid.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.75
pair_426,It wakes in less than a second when I open the lid.,The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,2.333333333
pair_427,It wakes in less than a second when I open the lid.,I spend so much time waiting for it.,Laptop,Different,0.75
pair_428,It wakes in less than a second when I open the lid.,"Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.666666667
pair_429,It wakes in less than a second when I open the lid.,Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3
pair_43,"I am pleased with my decision, however I have only had this for a few weeks.",Get this now!!!,Laptop,Same,2.5
pair_430,You will not regret buying this computer!,I can't believe people like these computers.,Laptop,Different,1
pair_431,You will not regret buying this computer!,The most disappointing purchase of my life!,Laptop,Different,0.666666667
pair_432,You will not regret buying this computer!,"Overall, it is a fantastic laptop.",Laptop,Same,3.333333333
pair_433,I like the 13 inch macbooks.,From the moment I received this MacBook it was like a dream come true.,Laptop,Same,3.5
pair_434,I like the 13 inch macbooks.,Everything you'd expect from a Mac.,Laptop,Same,2.666666667
pair_435,I like the 13 inch macbooks.,"Overall, it is a fantastic laptop.",Laptop,Same,2.333333333
pair_436,I like the 13 inch macbooks.,Get this now!!!,Laptop,Same,2.333333333
pair_437,Everything you'd expect from a Mac.,The computer of the people!,Laptop,Same,2.5
pair_438,Everything you'd expect from a Mac.,I highly recommend!!,Laptop,Same,3
pair_439,Everything you'd expect from a Mac.,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",Laptop,Different,3.25
pair_44,There are a few things I am dissappointed with though.,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",Laptop,Same,1.666666667
pair_440,Only had it a few weeks but doesn't leave my side.,My first Mac computer and as many before me I just fall in love with it.,Laptop,Same,2.25
pair_441,Only had it a few weeks but doesn't leave my side.,You wont be disappointed with this computer!,Laptop,Same,2.333333333
pair_442,The most disappointing purchase of my life!,I was shocked at how much worse this product has been since my first purchase.,Laptop,Same,4
pair_443,The most disappointing purchase of my life!,I hope you don't make the same mistake...,Laptop,Same,3.333333333
pair_444,The most disappointing purchase of my life!,I plan on using my MacBook Pro for a long time.,Laptop,Different,0
pair_445,The online customer service was awful.,They did not replace the motherboard.,Laptop,Same,2.666666667
pair_446,The online customer service was awful.,Instead they 'tightened' a loose wire.,Laptop,Same,2.666666667
pair_447,The online customer service was awful.,It also has a big new scratch on the top cover.,Laptop,Same,2
pair_448,The online customer service was awful.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,3
pair_449,The online customer service was awful.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,2.5
pair_45,There are a few things I am dissappointed with though.,Get this now!!!,Laptop,Different,1.5
pair_450,The online customer service was awful.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,2.5
pair_451,The online customer service was awful.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2
pair_452,The online customer service was awful.,They ended up not charging me.,Laptop,Different,2
pair_453,The online customer service was awful.,Gave me the runaround for an entire day and treated me like an imbecile.,Laptop,Same,2.666666667
pair_454,The online customer service was awful.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,3
pair_455,Gave me the runaround for an entire day and treated me like an imbecile.,They did not replace the motherboard.,Laptop,Same,2.333333333
pair_456,Gave me the runaround for an entire day and treated me like an imbecile.,Instead they 'tightened' a loose wire.,Laptop,Same,2
pair_457,Gave me the runaround for an entire day and treated me like an imbecile.,It also has a big new scratch on the top cover.,Laptop,Same,2
pair_458,Gave me the runaround for an entire day and treated me like an imbecile.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,3
pair_459,Gave me the runaround for an entire day and treated me like an imbecile.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,1.75
pair_46,"Well, my first apple computer and I am impressed.",Like so many others who do this there is a learning curve and I'm excited to do it.,Laptop,Same,3
pair_460,Gave me the runaround for an entire day and treated me like an imbecile.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,2.333333333
pair_461,Gave me the runaround for an entire day and treated me like an imbecile.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2.6
pair_462,Gave me the runaround for an entire day and treated me like an imbecile.,They ended up not charging me.,Laptop,Different,2
pair_463,Gave me the runaround for an entire day and treated me like an imbecile.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,2.5
pair_464,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Instead they 'tightened' a loose wire.,Laptop,Same,2
pair_465,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",It also has a big new scratch on the top cover.,Laptop,Same,2
pair_466,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",I started it up and it still has the same problem I went in to fix.,Laptop,Same,2
pair_467,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",So I'm going back to Genius Bar for visit #6.,Laptop,Same,1.25
pair_468,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,2.5
pair_469,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2
pair_47,"Well, my first apple computer and I am impressed.","I am pleased with my decision, however I have only had this for a few weeks.",Laptop,Same,3.25
pair_470,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",They ended up not charging me.,Laptop,Different,2.666666667
